codbarra,produto,preco
7898336433165,MUNHEQUEIRA CONFORT DIREITA TAM:G/GG,38.09
7898336431741,ORTOSE P/ PUNHO 3TIRAS ESQUERDO TAM:P,37.37
7898336431710,ORTOSE P/ PUNHO 3TIRAS DIREITO TAM:P,37.32
7898336436135,CORRETOR POSTURAL TAM -M,44.18
7898336436142,CORRETOR POSTURAL TAM -M,43.98
7898336432625,CINTA ABDOMINAL TAM - UNICO,92.11
7898336434599,TIPOIA BRIM SIMPLES TAM-GRANDE,23.18
7898411815466,COTOVELEIRA  TAKE CARE -GRANDE,20.16
7898947017150,OLEO GIRASSOL A.G.E. 100ML,8.12
7898421990108,PENTE AÇO EXT PIOLHOS LENDEAS,22.22
7898994542025,ADEREFIX CR 40GR MENTA,20.45
7896272308516,FD GERI. ADULTEX C /8 UNIDADES TAM-G,13.58
7896272308523,FD GERI. ADULTEX C /8 UNIDADES TAM-G,11.2
7896885500109,BANANINHA CREMOSAPARAIBUNA 36 GR,2.72
7896885500147,BANANINHA CREMOSA SEM ACUÇAR PARAIBUNA 36 GR,2.86
7891200011681,"COLA SUPER BONDER 1,5 GRAMAS",3.27
7898415012861,PAL.DE ESPUMA ORTHO PAUHER,9.11
7898212291018,MUNHEQUEIRA  IDEAL TAM: UNICO,16.14
7898021201406,ESPONJA DE BANHO-ISA,4.26
8303190006671,ESCOV. PARA CUTICULA ROSEBLAND,12.26
7897839700040,SABONETEIRA KEITA,2.7
7891024174715,COND. PALMOLIVE CERAMIDAS FORCE,11.47
7898946939088,ESPONJA E SABONETEIRA P/ BANHO PENTEK,2.55
4359862146231,SABONETEIRA BUCAL,2.79
7896818241680,LIXA POP,1.26
7896939807123,PEDRA POMES C/ LIXA,6.45
7896939801701,TOUCA BANHO CHARMOSA,2.63
70942125352,ESCOVA DENTAL ORTODONTICA KIT C/,38.07
70942124898,ESCOVA DENTAL CRAYOLA LIGHTER CO,30.42
70942122863,SOFT PICKS C/40 UND COD.632LA4 -,25.36
70942304344,SOFT PICKS C/15 UND COD.632LA1 -,13.23
70942304542,FIO DENTAL ORTODONTICO COD.3200L,26.02
70942000307,FLOSSER DISNEY DORY C/40 UND COD,20.24
7898563770101,"ESPARADRAPO 25X0,90M",4.16
7898042154569,COMPOSTO FORTE P/DIABETES,25.23
7898009435854,"TINT.COLOR TOTAL 2,0",10.26
7898009436066,"TINT.COLOR TOTAL 6,51",10.12
7898009436073,"TINT.COLOR TOTAL 6,7",10.46
7898524346178,"TINT.COLOR TOTAL 55,46",11.46
7898009436172,"TINT.COLOR TOTAL 6,66",11.28
7898009436165,"TINT.COLOR TOTAL 6,62",10.19
7898524342316,"TINT.COLOR TOTAL 66,64",11.42
7898009436035,"TINT.COLOR TOTAL 7,3",10.28
7898524346154,"TINT.COLOR TOTAL 7,4",10.42
7898009436080,"TINT.COLOR TOTAL 2,0",10.15
7898009435960,"TINT.COLOR TOTAL 8,1",10.33
7898939082029,"TINT.COLOR TOTAL 8,31",10.1
7898009435922,"TINT.COLOR TOTAL 9,0",10.3
7898524346161,"TINT.COLOR TOTAL 9,1",9.98
7898009435991,TINT.COLOR TOTAL 12.1,10.3
7898524342323,"TINT.COLOR TOTAL 10,1",10.31
7898524343337,TINT.COLOR TOTAL 12.11,10.32
7898524343351,TINT.COLOR TOTAL-DESAMARELADOR,11.19
7506295347927,REP. DE PONTAS -PANTENE,15.28
7898376280118,LEAVI-IN-TERMO LANNOVE STRAVAZZI,21.23
7891024161821,COND. PALMOLIVE CACHOS CONTROL,10.78
7891024170922,COND. PALMOLIVE RENOV. QUIMICA,10.63
7891024026137,COND. PALMOLIVE NEUTRO,11.12
7506295369509,COND.HEAD & SHOULDERS HIDRATAÇAO,8.97
7896279114677,DEITA CABELO FINALIZADOR,10.02
7891150029910,DOVE OLEO P/CABELO,28.52
7896000716842,OLEO DE CABELO GOLD-EXTRA BRIHLO,5.15
7896000725257,OLEO DE CABELO GOLD-MEGA BRIHLO,10.23
7898365800181,OLEO DE CABELO BELLFLOR-KARITE,5.78
7896000704030,OLEO DE CABELO SILICONE NIELY,5.15
7898524341722,ALISA.DE GUANI. SALON LINE-OLEO DE ARGAN,12.57
7898009437629,ALISA.DE GUANI. SALON LINE-MANGA,13.09
7898524341715,ALISA.DE GUANI. SALON LINE-OLEO DE ARGAN,12.91
7898524344723,PO DESCOLORANTE SALON-LINE,5.06
7897214700030,GRAMPOS DARMA C/100 N 5,6.05
7898937898615,"BCAA ULTRA CONCENTRADO 1,5 GR",57.1
7898483532995,FOSFORO ( P ) C/ 60 CAPS,43.16
7898172355126,GELATINA GELLAXX 120 CAPS,45.39
7898483533138,NIACINA B3 C/ 60CAPS,34.41
7897795082693,UNHA DE GATO C/ 60 CAPS,25.1
7898042150400,ESPINHEIRA SANTA C/ 60 CAPS,22.16
7898042150370,37 ERVAS C/ 60 CAPS,25.25
7898042198747,HIBISCO C/ 60 CAPS,20.24
7898565656564,SUCUPIRA 500MG 60CAPS,25.4
7898042157645,50 ERVAS C/ 60 CAPS,22.37
7891150029729,SAB.LUX SUAVIDADES DAS PETALAS( SACHE ),6.05
7896020160182,TENYSPE WOMAN SPRAY  150 ML,16.22
7896020160168,TENYS PÉ CANFORA,16.1
7896020160151,TENYSPE ORIGINAL SPRAY  150 ML,14.28
7896044954545,LOCAO HIDRA. GIOVANNA BABY-LILAC,14.02
7896094906464,LOCAO HIDRA. PAIXAO-ENVOLVENTE,13.37
7891106910552,PROT. SOLAR COPPERTONE TOQUE SECO 50 FPS,43.18
7891010518752,PROT. SOLAR SUNDOW 50FPS-350ML,50.3
7898042181992,AGAR-AGAR C/ 60CAPS,22.54
7899706129190,LENÇO MICELAR LOREAL,25.19
7891010952976,ABS OB INTERNO SUPER (EDIC. ILIMITADO),9.98
7898919703067,DES.SOFFIE CLINICAL,10.38
8801038572239,APAR. DE BARBEAR LAMIX,4.98
7898851310545,CORTADOR DE UNHA WINCY,6.25
8437003206016,AZEITE DE OLIVA EXTRA VIRGEM EL CONVENTO,42.08
7899682900400,CALCIO D 600 + D3 C/ 60COMP.,25.04
77941879,DES.DOVE INSIVIBLE DRY,15.26
77942241,DES.REXONA BAMBOO,13.08
77904331,DES.REXONA WOMEN PROTECTION,13.38
77942234,DES.REXONA WOMEN POWDER,13.24
77942227,DES.REXONA COTTON,13.05
77949646,DES.REXONA INVISIBLE,12.99
7892940000171,DES. PLAYBOY MALIBU 150ML,8.45
7892940000027,DES. ADIDDAS PROCLEAR,14.49
7898042151476,PATA DE VACA,22.55
7500435011204,DES.GILLETE-SPORT,14.05
7791293023175,DES.REXONA FANATIC,15.05
7898913518612,HIDRA-TEX 1KL,12.21
7898913518636,HIDRA-TEX 1KL,12.33
7898945433068,GEL COLA ALFA LOOKS 500 GRAMAS,13.55
7898945433112,"GEL COLA ALFA LOOKS  1,100 GRAMAS",19.99
7898365800051,GEL LEXO FORTE 230GRAMAS(AMARELO),4.02
7898365800020,GEL LEXO EXTRA FORTE 230GRAMAS (AZUL),3.83
7898365800037,GEL LEXO FORTE 230GRAMAS (VERDE),3.73
7898365800334,GEL LEXO EXTRA FORTE 1 KL  (BRANCO),12.81
7898365800365,GEL LEXO FORTE 1 KL (AMARELO),5.28
7898365800341,GEL LEXO EXTRA FORTE 1 KL  (AZUL),12.61
7898365800358,GEL LEXO FORTE 1 KL  (VERDE),13.04
7898301051844,BALANÇA MECANICA G TECH,106.09
6359660807219,MASSAGEADOR PESSOAL YDH,150.06
7896142700044,ESPASSADOR LUFTCHAMBER -ADULTO,33.14
7898573370575,HIDRA-TEX 1KL,12.12
7899257588958,LIPOLEIC C/ 120 CAPS,48.48
7898095296506,ALGODAO BOLA COLORIDO 40GRAMAS,4.13
7898095296421,ALGODAO QUADRADINHO 40GRAMAS,5.11
7898906459090,ALGODAO  COTTON NEWS 25 GRAMAS,2.06
7898095296520,ALGODAO COTTON 50 GRAMAS,4.71
7898483530373,WHEY PROTEIN-VEGAN POTE,144.18
7898483533763,WHEY PROTEIN-CHOCOLATE POTE,90.09
7898483530069,WHEY PROTEIN-PEA POTE,149.1
7898483533121,ACIDO PANTOTENICO C/ 60CAPS,31.56
7898483533084,CIANOCOBALAMINA B12 C/ 60 CAPS,26.68
7898483537716,LUTEINA C/ 60CAPS,63.03
7898483533053,TOCOFEROL E C/ 60 CAPS,30.52
7898483532971,MANGANES MN C/ 60 CAPS,32.18
7898483532940,SILICIO C/ 60 CAPS,33.99
7898483533091,ACIDO FOLICO B 9,30.08
7898937898356,OLEO DE CARTAMO 1000MG C/ 60 CAPS,37.27
7898937898240,CRAN BERRY 500MGC/ 60 CAPS,40.24
7898917294420,PSYLLIUMAX 500MGC/ 60CAPS,38.36
7898483531059,OLEO DE BORRAGEM C/ 60 CAPS,49.28
7898917294291,OLEO DE FIGADO DE BACALHAU C/ 60 CAPS,32.27
7898483532797,CARTACOCO C/ 60 CAPS,36.29
7898572043159,SUPER CLORETO DE MAGNESIO C/ 60 CAPS,36.01
7898937898325,OLEO DE COCO C/ 60 CAPS,36.44
7898917295199,OLEO DE CARTAMO C/ 120 CAPS,55.02
7898257952349,GINKO BILOBA  C/ CAST.DA INDIA,32.34
7809982145234,CANELA DE VELHO C/60 CAPS,24.96
7809982452356,CANELA DE VELHO C/ 120 CAPS,36.96
7898917295717,DERMIFIX (COLAGENUS),24.57
7898932141068,BANANINHA S/ ACUCAR 25 GRAMAS,2.56
7896853062660,OLEO DE CARTAMO L.A. C/ 150 CAPS,53.15
7898084165295,BALA DE GENGIBRE E MEL,3.2
7891010785581,PROT CAREFREE NEUTR C/FRAG LV60P,20.39
7891010785550,PROT CAREFREE NEUTR S/FRG LV60 P,19.21
7891010808037,ABS SMP LIVRE ESPEC SECA C/AB 8U,4.07
7891010808020,ABS SMP LIVRE ESPEC SECA S/AB 8U,4.7
7891010785567,PROT CAREFREE TODO DIA S/FRG LV6,19.36
7896231301114,GELEIA REAL 150 MG C/ 45 CAPS,70.34
7898172356451,VITAMINA E C/ 100 CAPS,37.01
7896230304574,SORO FISIOLOGICO 500ML ADV FARMA,5.4
7898917294406,AGAR AGAR 60 CAPS,29.21
7897513911335,NEVONI AP INALACAO ULTRA SONIC 1,200.23
48675658003,BRINCO BABY,65.58
840646001548,APAR. DE PRESSAO TECH LINE,132.23
7897247306018,PALMILHA SO PES PERFOMANCE DRY 35/36,44.45
7897247306186,ANTIDERRAPANTE PLANTAR SO PES,19.98
7897247306209,PROTETOR DE CALCANHAR GEL SO PES,28.17
7897247304380,CALCANHEIRA AIR SYSTEM TAM.G,30.22
7897247304458,PROTETOR DE CALCANHAR,24.26
7897247304588,PALMILHA SO PES COMFORT GEL 37/38,43.04
7897780202471,TINTURA DE IODO 2% 30ML,6.12
7896788020124,TIRA-LEITE MATERNO AMARELO-SANIT,34.04
7898415013479,DEDEIRA DE MALHA REVESTIDA C/GEL,20.37
7896830000586,OLEO DE RICINO 60ML-LBS LT 70385,9.07
7898944749221,UMIDIFI.ULTRASON. 3L BIVOLT - SU,163.99
7898949409533,ASEPXIA 80G ESFOLIANTE,10.42
650240012716,ASEPXIA SAB.HERBARIO 85GR,11.45
7896049540019,TALCO TENIS SEC TRA.P-PES 100G,6.99
7898301055873,G-TECH UMIDIFICADOR ULTRA SONICO,195.43
7898005717374,COLONIA SPIDER-MAN 200ML,19.43
7898005714373,KIT BATMAN X SUPERMAN SHAMPOO,29
7899304804604,KIT BEBE NATUREZA SH COND SAB,39.08
7899304806196,KIT BEBE NATUREZA SH COND SAB,39.05
7899304811602,KIT CARROS SHAMP / SHAMP 2X1,30.42
7898005716582,KIT LADYBUG SHAMP 250ML / CON,15.34
7899304810933,KIT MINIONS PRISIONEIRO SHAMP,28.21
7899304809906,KIT MINIONS SHAMP / COND 250M,15.34
7898005717046,KIT MINNIE SHAMP / COND 250ML,24.21
7898005716841,KIT MINNIE SHAMP / COND CACHO,19.38
7898639300416,KIT MORANGUINHO SHAMPOO E CONDICIONADOR,27.38
7898509765147,KIT SHREK 2 SHAMPOO 3X1 250ML,23.12
7896902200692,OLEO BRONZ SUNLESS FPS 6 CENO,17.11
7896902240148,OLEO BRONZ SUNLESS FPS 6 URUC,17.12
7896902206717,PASTA DAGUA SIMPLES 120GR FAR,8.69
7898080461148,SAB. LIQ. INTIMAMEN INTIMO NE,15.29
7891024025888,SAB. LIQUIDO PALMOLIVE NUTRI MILK,14.08
7891024026472,SAB. LIQUIDO PALMOLIVE FRAMBOESA,14.13
7891182014779,ESMALTE RISQUE GRAO DE ARROZ,3.97
7898283812921,FD GER DESCARPACK TAM M C/ 8 UNIDADES,11.35
7896213303389,OLEO CORP. AMENDOAS 90ML-BEIRA A,7.03
6939184650005,MEDIDOR DE GLICOSE BIOLAND,70.04
6939184632407,FITA TESTE DE GLICOSE 50 UNIDADES,83.41
7895144603049,MENTOS STICK ICE MINT DISP 16UN,2.08
7895144294742,MENTOS STICK MANGA/MARACUJA DISP,2.55
7896262304306,MENTOS STICK MINT DISP 16UN PERF,2.1
7897322707167,LUCRETIN CHA VERDE,10.01
7897322703541,LUCRETIN FLORAL,10.38
7898622840028,FD SONHO DE BEBE TAM. M C/ 90,38.49
7898960950137,FITA CIRURGICA 100X10,23.04
7898563770118,"ESPARADRAPO 12X4,5",7.32
7896877600909,FD DIGIMAX ABS C/ 20 UNIDADES,11.43
7896877601425,FD DIGUI FRAL TAM G C/ 8,14.08
7896877601418,FD DIGUI FRAL TAM M C/ 10,14.44
7898951180468,ALCOOL ETILICO 96% 1000ML,11.99
7897517902971,ESCOV / CABELO CONDOR,17.01
7897517902964,ESCOV / CABELO CONDOR BELLIZ,17.29
7897517911843,ESCOV / CABELO CONDOR BELLIZ,17.13
7891055671528,ESCOV / CABELO CONDOR VERSATILIZE,17.39
7891055695500,ESCOV / CABELO CONDOR,17.01
7891055672709,ESCOV / CABELO CONDOR,17.02
7899026481640,DES BIO INVISIBLE SEM PERFUME,13.28
7891010031855,CLEAN CLEAR LIMPESA PROFUNDA,15.18
7791293884592,DES. REXONA BAMBOO,12.77
7891150054240,DES. REXONA POWDER DRY,15.44
7891010514853,NUTROGEMA SUN FRESH  FPS 60,45.33
7896007990320,APAR. FIAT LUX,3.07
4005808380763,ESPUMA P / BARBA NIVEA,15.03
77946317,DES.DOVE,12.97
79400052926,DES REXONA CLINICAL WOMEN,21.58
7896094906785,DES. MONANGE FRUTAS VERMELHAS 150 ML,8.03
7896094906815,DES. MONANGE EXTRATO DE OLIVA 150 ML,8.04
7896094981010,DES. MONANGE SEM PERFUME,7.66
7899470805726,BABY D PDA 45GR,5.35
7896104996621,TOALHINHA UMEDECIDA FLOW PACK C/,9.46
7898937899186,STRONG MASSA 3KG -MORANGO,81.02
7898937899193,STRONG MASSA 3KG -BAUNILHA,81.39
7898481773192,STRONG MASSA 3KG -CHOCOLATE,80.98
7898583662004,WHEY PROTEIN 900GR-BAUNILHA,73.44
7898583661991,WHEY PROTEIN 900GR-CHOCOLATE,73.39
7898937899070,CREATINA 300GR,52.06
7898583662134,BCAA 500 MG C/ 120 CAPS,42.27
7898937898943,BCAA PO 150 GR-UVA,42.33
7898937898905,ULTRA BURN C/ 60 CAPS,50.17
7898937899001,ANTTI CELL C/ 60 CAPS,50.22
7898937898103,WAXY MAIZE 900GR,42.36
7898583662998,WHEY ISOLADA 900GR -CHOCOLATE,197.23
7896094981102,CENOURA & BRONZE KIDS FPS 50,25.02
7896108560460,CENOURA & BRONZE FPS 30,25
7898042158468,CATUABA SELVAGEM 500MG C / 60 CAPS,25.13
7897013553455,BATERIA ELGIN,2.66
7898134980076,COMPRESSAS DE GASES C/ 500 UNIDADES,25.07
7891058010058,SAB. INTIMO DERMACYD JASMIN,20.45
7891910030149,ADOÇANTE UNIÃO C/70 SACHES + 20 GRÁTIS,9.29
7898573370551,LENÇOS UMIDECIDOS-TOP CLEN C/ 70 UNI,2.17
7898622840097,FD SONHO DE BEBE TAM. P -C/ 10 UNID,4.5
7506339390315,DES.OLD SPICE -LENHA 150ML,13.13
7897947610545,VITAONE MULHER FR X 60 COMP REV,30.19
7899785200728,DEXATOP DERMA CREME BG 20G,19.47
7898075315289,LAKEONE SOL TOP FR 30ML (OF),37.27
7898075315319,FRENO PAST 1 BL X 10 SBR MENTA,15.3
7896018703674,PMD.HUGGIES 90 GR,21.81
7899785200674,FRENO SPR FR 30ML SBR MEL/GENGIBRE,10.09
7896902212084,ÁLCOOL GEL 70%,4.99
7898483533855,PICO. DE CROMO C/ 120 CAPS,55.27
7898903020460,SUCUPIRA C/ 60 CAPS GELATINOSAS,39.06
7898483538010,COLAGENO 100MG C/ 120 CAPS,72.46
7898483537730,COLAGENO 100MG C/ 60 CAPS,49.17
9687895211073,COLAGENO 500MG C/ 60 CAPS,53.38
7898937898165,ELEO DE PRIMULA C/ 90 CAPS,37.4
4005808846290,CREME NIVEA - ANTIIDADE,15.07
7891024026656,CREME DENTAL COLGATE - SENSITIVE REPARA ESMALTE,8.17
7896000725431,AMPOLÃO TURBINADO - DIVA DE CACHOS,12.18
7509546069593,COLGATE GEL DENTAL MINIONS - SMILES,6.44
7899470804149,CARDOMARIN 254 MG 2 BL 10 CAPS,70.7
7896641812910,EPAREMA C/ 4 COMP.,7.04
7899732100262,SOMA PRO 60 CPR EVERS,128.31
7898994141839,ESCOVA DENTAL COM 1 NIVEL DE ALT,10.13
7898994141846,ESCOVA DENTAL COM 2 NIVEIS DE AL,10.97
7898994141815,ESCOVA DENTAL COM 2 NIVEIS DE AL,10.35
7894650012895,REP. OFF LONGA DURACAO TOQUE SECO,33.29
7891150039506,SAB. LUX SUAVIDADE DAS PÉTALAS,1.69
7898172356123,OLEO DE CARTAMO C/ 60 CAPS,32.46
7898172351630,CARTCALCIUM C/ 60 CAPS,33.25
7898926212316,TESTO-E C/30CPR DE 600MG CADA P/,28.42
7891024024003,SAB. INTIMO PROTEX DELICA CARE,10.24
7898301059451,INALADOR COMPRESSOR G-TECH - NEB,179.26
8809095423112,KINESIO TAPE 5M X 5CM - BEGE,45.06
6939184630526,MONITOR PRESSAO ARTERIAL BIOLAND,114.04
7898095297114,CURATIVO COTTON TRANSPARENTE C/35 UNI.,5.24
7898483530458,AÇAI 500MG C/ 60 CAPS,39.23
7898523135025,MASC. HID. DESMAIO CAPILAR COMPA,40.38
7898523134103,COND. CABELO E BARBA COMPANY 250,30.06
7898523133939,POMADA MODELADORA COMPANY INCOLO,30.36
7897947611108,KIT REDUBIO C/ COQUETELEIRA CIME,40.29
7898582680252,SEVERAL MULHER 30CPR EGV PHARMA,36.38
7896311706426,WHEY PROT. ISOLADO 907G CHO BAIX,241.46
7898377692088,BALA GENGIBRE MEL PCT SORTIDA,3.86
7898955286470,SUPREFORCE AZ 1000MG 60 CPS FORH,37.06
70942000307,FIO DENTAL FLUORETADO INFANTIL,15.05
70942304542,"FIO DENTAL 22,9M ORTHODONTIC FLOSS",20.17
7891035024955,INSETICIDA SBP ÓLEO CITRONELA - REFIL,17.17
77942272,DES. REXONA WOMEN SEM PERFUME,13.26
4005808846283,CR. NIVEA SOFT NUTRITIVO P/ MÃOS,15.39
7896044960188,CR. GIOVANNA BABY ROMANTIC,14.12
7896044960164,CR. GIOVANNA BABY,14.16
7506339342086,COND. PANTENE EXPERT - HYDRA INTENSIFY,20.34
3504105024802,POM. MUSTELA 55G,20.47
3504105024932,POM. MUSTELA 110G,30.33
7896046703172,CHARMING HAIR SPRAY FORTE,25.36
7891150040458,POM. BABY DOVE 90G,30.33
7891024035825,COLGATE ESCOVA DENTAL C/ 4 UNIDADES,17.73
7891035090059,POM. DERMODEX PREVENT 3 EM 1,25.49
7898946757255,CAIXA DE LUVA TALGE TAM. G,20.29
7896020160175,TENYS PÉ JATO ACTION SECO,14.42
77941824,DES. DOVE ORIGINAL,13.41
7896020161738,TENYS PÉ SPORT EDITION,13.05
7500435124621,COND. PANTENE SUMMER,17.09
4005900163875,CREME NIVEA PERNAS RENOVADAS ANTICELULITE,27.98
7898361210014,BARBEADOR SUPERFIO TRIPLE POWER,3.22
70330731769,APAR. BIC SOLEIL C/2,17.27
7891010008147,PROTETOR SOLAR SUNDOWN FPS 50 120ML,32.25
7896018703599,SAB. HUGGIES CORPO E CABEÇA 200ML,9.02
7506339355161,COND. PANTENE SUMMER 200ML,9.37
7891010804626,CREME PARA PENTEAR JOHNSON'S BABY,10.12
7898095272890,SAB. LIQUIDO INTIMO BASIC+ CARE 200ML,10.35
7898172356017,MORUM C/120 CÁPS.,40.26
742832964906,ARGILA BRANCA (MEDICINAL) PO,15.2
7898583663018,US NUTRITION WHEY CONCENTRADA 90,132.12
7898583663025,US NUTRITION WHEY CONCENTRADA 90,132.36
7898937898950,BCAA SABOR LIMAO 2.1.1 150 g,42.19
7898937898967,GLUTAMINA 150 G,42.33
7898924640647,CURATIVO ADULTO 10UND BELLACOTTO,3.04
7898925027188,ALCOOL GEL 70% ANTI-SEP. 500G PU,10.96
7899706135856,PROTETOR SOLAR FPS 70 200ML,66.67
7891010880590,PROTEOR SUNDOWN FPS 30 220ML,35.19
7898949409823,CICATRICURE ANTIESTRIAS - 400G,33.17
7899026464391,DES. ROLLON BÍO MEN - MINERAL EXTREME ICE 72H,6.09
4005900149282,LOÇÃO NIVEA RELAX - SENTIDOS 400ML,17.17
4005900149299,LOÇÃO NIVEA SENSUAL - SENTIDOS 400ML,17.01
7898961106014,NON REPELENTE FAMILIA 100ML 10HR,46.08
7899026445512,DES. AERO BÍ-O CLARIFY RENOV,14.01
7898587765756,DES. AERO BÍ-O CLARIFY AFINA,14.18
7896818205972,PINCEL P/ TINTURA,6.07
7896301203034,BUCHA VEGETAL FACE DUPLA,4.93
7898928974076,BUCHA VEGETAL DUPLA FACE,7.7
7899304808497,ESC. INFANTIL LOONEY TUNES,6.99
7899304808480,ESC. INFANTIL TURTLES,7.02
7896066765273,DIATT-CHOCOLATE - PASSAS AO RUN,6.09
7896272309216,ABS.GERI.ADULTEX C16 UNIDADES,11.41
7898951180628,ALCOOL 70% BALCAO 1 LITRO,10.07
70330638341,ISQUEIRO BIC UNIDADE,3.62
7898957180073,ALCOOL GEL LUAR 430 ML,12.17
7898415442231,CASEX  GEL 25 GRAMAS,32.13
7898638341137,REJUCAPS -HAIR C/ 60 CAPS,71.32
7898638341304,REJUCAPS HOMEN C/ 60 CAPS,66.33
7897018510026,PROTETOR OFTALMICO OFTAM GDE C/2,19.99
7898924640098,ALGODAO EM DISCOS 50UND SACO BEL,6.21
7898955522837,REP. EXPELIS ADULTO 100ML,32.47
7898955522844,REP. EXPELIS INFANTIL 100ML,32.16
7898639690524,APAR. DE PRESSÃO PREMIUM,136.08
7897947611832,MEME CARE CREME 200 ML CIMED,70.17
7896902203549,PASTA D AGUA 90GRS FARMAX,12
7322540735550,FRALDA PANTS REGULAR P-M 7 UNID,25.16
7898583662981,US NUTRITION WHEY ISOLADA,198.17
7898937898974,CREATINA SABOR UVA 420g,58.27
7898937898998,BCAA SABOR UVA 5.1.1 150 g,58.39
7898583662950,ZMA,38.37
7896084571726,PROTEIN -JUICE UVA 1 LITRO,18.4
7896084571764,PROTEIN -JUICE ABACAXI  1 LITRO,18.08
7896084571719,PROTEIN -JUICE UVA 200ML,5.42
7896084571757,PROTEIN -JUICE ABACAXI 200ML,5.39
7896084571177,ALBUMINA  MAXXI-MORANGO,48.12
7896084571153,ALBUMINA  MAXXI-BAUNILHA,48.11
7896084571160,ALBUMINA  MAXXI-CHOCOLATE,48.38
7896084571108,CLARA DE OVO DESITRATADA 500 GRAMAS,47.98
7898957192236,BASILICAO 15GR PMD / PARA SINTOM,35.26
7897247306032,PALMILHA DRY PERFORMANCE SO PES,35.28
7897247306049,PALMILHA DRY PERFORMANCE SO PES,35.44
7897247304595,PALMILHA COMFORT GEL SO PES / Ta,48.01
7897247304601,PALMILHA COMFORT GEL SO PES / Ta,48.21
7891151037372,BALA RICLAN MY TOFFEE ZERO LACTO,6.62
7891151037365,BALA RICLAN MY TOFFEE ZERO LACTO,6.67
7891151036818,DROPS FREEGELLS VIT.C CITRUS 380,1.52
382908327015,"PC. AGULHA BD 100+12,7+0,33",15.29
7896311762484,DARKNESS MEGA PACK 30X270G INTEG,204.02
7895144893747,MENTOS 3 CANELA,2.36
7895144899947,MENTOS 3 FRESHMINT C/ 5UNIDADES,2.22
7895144896502,MENTOS 3 MELANCIA  C / 5 UNIDADES,2.27
7895144899930,MENTOS CHICLETE PURE FRUIT,2.24
7895144892931,MENTOS 3 SPEARMINT,2.82
7895144896496,MENTOS 3 TUTTI FRESH,2.99
7895144294490,MENTOS POTE CHERRY,11.45
78922334,MENTOS POTE WHITE MENTA,12.46
78922310,MENTOS POTE WINTERGREEN,12.05
7895144693040,MENTOS STICK FRUIT,2.22
7895144693064,MENTOS STICK FRUTAS VERM,2.34
7895144693088,MENTOS STICK MOR/IOGURTE,2.59
7895144693149,MENTOS STICK RAINBOW DISP 16UN P,2.11
7895144693224,MENTOS STICK TUTTI FRUTTI,2.25
7895144853741,MENTOS 3 CANELA,2.18
7895144859941,MENTOS 3 FRESHMINT,2.57
7895144859934,MENTOS 3 MOR/MACA/FRAMB,2.16
7895144852935,MENTOS 3 SPEARMINT,2.34
7895144856490,MENTOS 3 TUTTI FRESH,2.19
7895144204499,MENTOS POTE CHERRY,11.48
7895144080130,MENTOS POTE WHITE MENTA,11.25
7895144080123,MENTOS POTE WINTERGREEN,11.39
7896262304467,MENTOS STICK FRUIT,2.37
7898301055866,UMIDIFICA-GTECH,165.21
7898370423245,FD COCORICO  TAM-P C/ 28 UNIDADES,28.44
7898370423269,FD COCORICO  TAM-G C/ 20 UNIDADES,27.99
7500435118668,FD PAMPERS RN C/ 40 UNIDADES,35.27
7500435118675,FD PAMPERS RN C/ 38 UNIDADES,35.02
7898501590037,DERMAX 200 ML STEVIA,36.44
7898648420259,MASC.FACIAL ACNEBILL,4.57
7898648420228,MAS. GEL SEBO DE CARNEIRO,5.18
7898172356000,MORUM CAPS C/ 60 UNIDADES,32.21
7898572040059,AMORA  CAPS C/ 120 UNIDADES,42.23
7898962309155,BCAA SABOR LIMAO 2.1.1 150 g,42.39
7898962309148,BCAA SABOR NEUTRA 5.1.1 150 g,41.96
7898286541729,SMILINGUIDO JUMBINHO M C/ 20 UNIDADES,12.77
7898286541736,SMILINGUIDO JUMBINHO G C/ 18 UNIDADES,12.88
7898286541743,SMILINGUIDO JUMBINHO EG C/ 14 UNIDADES,13.05
7898193070558,DRY ECONOMICS C/ 20 UNIDADES,13.14
7896902200623,MOSKITOFF REPELENTE AEROSSOL 165,25.38
7896007540624,ABS INTIMUS TRIPLA  C/ ABAS,4.38
7891176111040,NEUTROX 100ML,4.31
7896000724526,CR. DE PENTEARV-NIELY GOLD-CHOCOLATE,11.87
7896000719430,CR. DE PENTEARV-NIELY GOLD-REC. PROFUNDA,11.62
7898322341177,KERATINA VITAMINADA 500 ML,18.17
7898939313185,KIT BOMBA,58.05
7891024171639,PALMOLIVE SH  MACIEZ PROLONGADA,9.11
7898949409809,CICATRICURE- CREME-  CORPORAL,28.18
41333001074,PILHA DURACELL AAA C/2UNIDADES,10.24
7896331702743,SUPRAVIT C/ 60 CAPSULAS,30.13
4015630064038,ACCU-ACTIVE- 50TIRAS,89.53
7891024000175,FIO DENTAL COLGATE 40 METROS,7.6
7896426316657,CINTA MODEL.COTT.01.404.2 CHOC.T,85.13
7896426316640,CINTA MODEL.COTT.01.404.2 CHOC.T,85.48
7896426316664,CINTA MODELADORA 404 CHOCO FEM.G,85.25
7791293036045,DES. REXONA STAY FRESH,13.08
4005900111111,NIVEA-HIDRATANTE P/ BANHO-VANILLA &MEL,13.97
7896094907157,CENOURA &BRONZE FPS 15,20.03
